,Grade Average 7,Grade Average 8,Math_7_score,ELA_7_score,Math_8_score,ELA_8_score,Absent Grade 7,Tardy Grade 7,Absent Grade 8,Tardy Grade 8,Gender,target,Absent Total,Tardy Total,Average Grade MS,Average Math Score,Average ELA Score,Num of Above Average Comments,Num of Meets Acceptable Comments,Num of Incomplete Work Comments,Num of Outstanding Effort Comments,Num of Unprepared for Class Comments,Num of Inattentive in Class Comments,Num of Poor Tests Comments,Num of Conscientious Comments,Num of Improvement Noted Comments,Num of Imcomplete Homework Comments,Num of Parent Conference Requested Comments,Num of Poor Class Attendance Comments,Num of Excessive Lateness Comments,Comments
62,0,89,0,0,5,5,0,0,4,0,'M',1,4,0,44.5,2.5,2.5,1,3,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation, and attitude in this class.'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort ."
63,79,79,4,3,4,3,2,0,12,3,'M',1,14,3,79.0,4.0,3.0,0,2,0,0,0,0,0,1,0,3,0,0,0,"'Incomplete homework. No Comment .'Incomplete homework.'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework."
64,81,84,3,4,4,5,5,0,6,0,'M',1,11,0,82.5,3.5,4.5,2,3,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Good work. Satisfactory'.'Demonstrates above average ability, motivation and attitude in this class."
65,83,84,4,4,4,5,0,1,0,0,'M',1,0,1,83.5,4.0,4.5,2,1,0,1,0,0,0,1,0,0,0,0,0,"'Need put more effort for Chinese'. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Need put more effort for Chinese'."
66,76,77,2,4,3,3,3,21,3,24,'M',1,6,45,76.5,2.5,3.5,0,3,0,0,0,0,0,0,0,3,0,0,0,"'Incomplete homework. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework."
67,84,88,4,5,4,5,1,0,1,5,'F',1,2,5,86.0,4.0,5.0,1,4,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
68,83,85,4,5,4,4,5,0,3,1,'F',1,8,1,84.0,4.0,4.5,1,4,0,0,0,0,0,0,0,1,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Incomplete homework.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort.'.'Meets acceptable standards of cooperation, work, attitude and effort ."
69,78,83,3,4,0,0,8,1,4,0,'F',1,12,1,80.5,1.5,2.0,1,4,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
70,80,83,3,5,4,5,15,2,13,11,'F',1,28,13,81.5,3.5,5.0,0,5,0,0,1,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
71,82,86,4,4,4,4,3,0,1,3,'F',1,4,3,84.0,4.0,4.0,1,3,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
72,81,86,3,5,4,4,2,1,3,1,'M',1,5,2,83.5,3.5,4.5,1,5,0,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort. '.'Demonstrates above average ability, motivation and attitude in this class."
73,81,84,3,3,4,3,0,0,0,1,'F',1,0,1,82.5,3.5,3.0,1,5,0,0,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort ."
74,79,80,4,3,4,4,1,0,1,1,'M',1,2,1,79.5,4.0,3.5,1,2,0,0,1,0,0,1,0,0,0,0,0,"'Need put more effort for Chinese'.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Unprepared for class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Need put more effort for Chinese'."
75,81,88,3,4,4,5,2,0,0,0,'F',1,2,0,84.5,3.5,4.5,1,4,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
76,85,88,3,5,4,5,8,0,3,1,'F',1,11,1,86.5,3.5,5.0,1,3,0,1,0,0,1,1,0,0,0,0,0,"""Wonderful student, but needs to participate more in improvisation exercises.  Participation in improvisation will be a large part of this marking period's grade."".'Poor test scores.'Conscientious about classroom responsibilities.'Demonstrates outstanding effort.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .""Wonderful student, but needs to participate more in improvisation exercises.  Participation in improvisation will be a large part of this marking period's grade.""."
77,81,82,3,4,3,4,1,3,5,11,'F',1,6,14,81.5,3.0,4.0,0,3,0,1,0,0,1,2,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Demonstrates outstanding effort.'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
78,78,87,3,3,4,4,10,1,8,0,'M',1,18,1,82.5,3.5,3.5,0,4,0,0,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Shows improvement'.'Meets acceptable standards of cooperation, work, attitude and effort ."
79,86,87,4,5,4,5,2,0,2,0,'F',1,4,0,86.5,4.0,5.0,3,1,0,1,0,0,0,1,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities."
80,81,84,3,4,3,4,16,2,15,26,'F',1,31,28,82.5,3.0,4.0,1,3,0,0,0,0,1,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Need put more effort for Chinese'.'Poor test scores.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
81,81,87,3,4,4,4,13,4,10,10,'F',1,23,14,84.0,3.5,4.0,0,4,0,0,0,0,1,2,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Poor test scores.'Conscientious about classroom responsibilities.'Conscientious about classroom responsibilities. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort ."
82,82,87,4,5,4,4,6,0,5,1,'F',1,11,1,84.5,4.0,4.5,3,4,0,0,0,0,0,1,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class."
83,86,88,5,5,5,5,1,0,1,0,'F',1,2,0,87.0,5.0,5.0,1,2,0,3,0,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates outstanding effort.'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates outstanding effort. No Comment . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
84,86,88,5,5,5,5,1,0,1,1,'F',1,2,1,87.0,5.0,5.0,3,3,0,0,0,0,0,0,0,1,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Incomplete homework.'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class."
85,85,88,4,5,4,5,4,0,3,1,'F',1,7,1,86.5,4.0,5.0,1,3,0,1,0,0,0,2,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Conscientious about classroom responsibilities. No Comment .'Conscientious about classroom responsibilities.'Demonstrates outstanding effort.'Meets acceptable standards of cooperation, work, attitude and effort ."
86,77,81,2,2,2,2,7,0,8,1,'M',1,15,1,79.0,2.0,2.0,2,3,1,0,0,0,0,0,0,0,0,0,0,"'Demonstrates above average ability, motivation and attitude in this class.'Demonstrates above average ability, motivation and attitude in this class. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates above average ability, motivation and attitude in this class."
87,71,79,3,4,4,4,3,0,3,0,'M',1,6,0,75.0,3.5,4.0,1,4,0,0,1,0,0,0,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Unprepared for class.'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort ."
88,83,84,4,5,4,4,3,0,7,2,'M',1,10,2,83.5,4.0,4.5,0,4,0,0,0,0,0,0,0,1,0,0,0,"'Incomplete homework. No Comment .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment . No Comment .'Incomplete homework."
89,83,88,4,5,5,5,2,1,4,1,'F',1,6,2,85.5,4.5,5.0,1,4,0,1,0,0,0,1,0,0,0,0,0,"'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort .'Demonstrates above average ability, motivation and attitude in this class.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort ."
90,80,86,3,5,4,4,2,1,3,0,'F',1,5,1,83.0,3.5,4.5,0,4,0,1,0,0,0,1,0,0,0,0,0,"'Conscientious about classroom responsibilities.'Meets acceptable standards of cooperation, work, attitude and effort .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Meets acceptable standards of cooperation, work, attitude and effort . No Comment .'Demonstrates outstanding effort.'Conscientious about classroom responsibilities."
